campaign_id,channel,campaign_type,product_category,season,budget,impressions,clicks,conversions,avg_order_value_camp,revenue,roi,conversion_rate,ctr,cost_per_conversion,roi_norm,cr_norm,ctr_norm,cpc_norm,composite_score
FCMP001,Google Ads,Loyalty Event,Accessories,Summer,45545,393616,11406,1242,692,859464,17.870655395762434,0.10889005786428195,0.02897748059021991,36.670692431561996,0.03611047301879444,0.753644380325498,0.22756163824660283,0.963080617626953,0.4191338416862005
FCMP002,Facebook Ads,Loyalty Event,Ethnic Wear,Summer,5197,153121,5517,571,3131,1787801,343.00634981720225,0.10349827804966467,0.0360303289555319,9.101576182136602,0.7106728001821009,0.7064889654130547,0.3180220844946415,0.9955616970017137,0.6932533769212101
FCMP003,Email,Loyalty Event,Accessories,Summer,28509,182688,12736,1328,940,1248320,42.786874320390055,0.10427135678391959,0.069714485899457,21.46762048192771,0.08780440546080232,0.7132501555445484,0.7500580096710431,0.9809924063933615,0.5087543712573461
FCMP004,Facebook Ads,Clearance,Western Wear,Summer,39698,385871,23912,1509,1881,2838429,70.50055418408988,0.06310639009702242,0.06196889634100516,26.307488402915837,0.14530225852298975,0.3532296890716743,0.6507124046587753,0.9752902238249141,0.4079902044032516
FCMP005,Facebook Ads,New Arrivals,Ethnic Wear,Festive,49542,395037,30788,1700,1833,3116100,61.898147026765166,0.05521631804599195,0.07793700336930465,29.14235294117647,0.1274547570311062,0.28422471593706133,0.8555207335349228,0.9719502741779661,0.41036996875049425
FCMP006,Influencer Marketing,Lookbook,Winter Wear,Summer,20087,303076,18975,2222,2012,4470664,221.5650420670085,0.11710144927536231,0.06260805870474732,9.04005400540054,0.45871728568377,0.8254595475450912,0.6589103566994627,0.9956341805259512,0.6793064591208474
FCMP007,Email,Loyalty Event,Footwear,Wedding Season,27671,137796,7642,895,2674,2393230,85.48874272704275,0.11711593823606385,0.055458794159482135,30.91731843575419,0.17639840550705954,0.8255862650626868,0.567213268145743,0.9698590647755595,0.5487960916598252
FCMP008,Email,Flash Sale,Accessories,Regular,30184,311999,5458,677,1101,745377,23.694440763318315,0.12403810919750824,0.01749364581296735,44.58493353028065,0.04819313966488096,0.8861261711799301,0.08026897508680733,0.9537563037464226,0.44021889904491585
FCMP009,Email,Loyalty Event,Footwear,Summer,32848,212506,8376,1085,2019,2190615,65.6894483682416,0.1295367717287488,0.03941535768401833,30.274654377880186,0.1353206084271966,0.9342163606979083,0.361438757231766,0.970616231675153,0.5342013999162889
FCMP010,Facebook Ads,Flash Sale,Footwear,Festive,47107,485910,15168,1234,2561,3160274,66.08714203833826,0.08135548523206751,0.031215657220472925,38.1742301458671,0.13614570752336286,0.5128325813368111,0.2562686862742351,0.9613091960333315,0.39094473975652344
FCMP011,Google Ads,Flash Sale,Ethnic Wear,Festive,25666,194088,5729,459,2341,1074519,40.865464038026964,0.08011869436201781,0.02951753843617328,55.91721132897604,0.08381803603491475,0.5020158587252896,0.23448846712682864,0.9404049648298574,0.3603659868250557
FCMP012,Email,Loyalty Event,Footwear,Summer,49357,289544,25433,2945,1459,4296755,86.05462244463804,0.11579444029410609,0.08783811786809605,16.759592529711377,0.17757244190400095,0.8140287115457538,0.9825132888149588,0.9865392591916523,0.6105954724263182
FCMP013,Facebook Ads,Clearance,Winter Wear,Regular,56663,400002,16579,1624,1987,3226888,55.9487672731765,0.09795524458652512,0.04144729276353618,34.89100985221675,0.11511151843683147,0.6580107167057758,0.3875005332007858,0.9651773845526174,0.44634951004947576
FCMP014,Influencer Marketing,Flash Sale,Footwear,Summer,20708,193714,15761,1642,2160,3546720,170.27293799497778,0.10418120677621978,0.08136221439854631,12.61144945188794,0.3523010364635798,0.7124617218244029,0.8994527879546405,0.9914264729619326,0.6382908202702389
FCMP015,Google Ads,Flash Sale,Ethnic Wear,Festive,31370,35151,2126,245,2096,513520,15.369780044628627,0.11523988711194733,0.06048192085573668,128.0408163265306,0.030921881529914437,0.8091787016612966,0.6316403278197421,0.8554311659773721,0.47818308717992186
FCMP016,Influencer Marketing,Loyalty Event,Winter Wear,Winter,54811,464623,34189,4335,2712,11756520,213.49198153655288,0.12679516803650298,0.07358438992473468,12.643829296424451,0.4419680250144829,0.9102388497315197,0.7996937351157393,0.991388324031404,0.7185211737973205
FCMP017,Google Ads,Flash Sale,Western Wear,Wedding Season,7811,86690,4352,263,1503,395289,49.6067084880297,0.06043198529411765,0.05020186872765025,29.69961977186312,0.10195358466789302,0.3298398859897847,0.4997874855647588,0.9712937196480097,0.3603955804460079
FCMP018,Facebook Ads,Flash Sale,Footwear,Festive,52011,24499,1375,89,2370,210930,3.055488262098402,0.06472727272727273,0.05612473978529736,584.3932584269663,0.005373295309711932,0.36740560047417864,0.575754744634088,0.31777084489112484,0.2463998366949203
FCMP019,Instagram,Loyalty Event,Ethnic Wear,Summer,11546,26295,1299,40,1780,71200,5.166637796639529,0.030792917628945343,0.04940102681118083,288.65,0.009753318689008694,0.07062259941214508,0.48951581752574896,0.6662063973625201,0.19844643953248736
FCMP020,Google Ads,Loyalty Event,Western Wear,Wedding Season,39754,403029,10325,922,1589,1465058,35.85309654374402,0.08929782082324456,0.025618503879373443,43.11713665943601,0.07341882629094068,0.5822946408149212,0.18447911095246902,0.9554856165846215,0.3750506318914162
FCMP021,Influencer Marketing,Lookbook,Western Wear,Summer,35206,408215,27675,672,1660,1115520,30.68550815201954,0.024281842818428184,0.06779515696385482,52.38988095238095,0.06269757817468373,0.013678057021241056,0.7254405298929044,0.9445607562925444,0.2796826413040631
FCMP022,Facebook Ads,Clearance,Accessories,Summer,46106,341184,11075,840,546,458640,8.947512254370364,0.07584650112866817,0.03246049052710561,54.88809523809524,0.017597537323500882,0.46465212143791407,0.27223502648030773,0.9416174375522806,0.32851252096566275
FCMP023,Google Ads,Clearance,Winter Wear,Winter,16411,294327,3515,299,1653,494247,29.116811894461033,0.08506401137980085,0.011942499328977634,54.88628762541806,0.05944298811807979,0.5452666003848281,0.009069487713775286,0.9416195672255829,0.329960533603584
FCMP024,Instagram,Flash Sale,Footwear,Wedding Season,7911,442515,27275,1483,2579,3824657,482.4606244469726,0.05437213565536205,0.061636328712021064,5.334457181389076,0.9999999999979253,0.2768416676189511,0.6464468633388292,0.9999999999988218,0.7300195297855031
FCMP025,Instagram,Clearance,Ethnic Wear,Wedding Season,6734,163946,3962,360,2196,790560,116.3982773982774,0.09086320040383644,0.024166493845534504,18.705555555555556,0.2405267309942536,0.5959851337794445,0.16585550403306945,0.9842465857910637,0.4475215460051547
FCMP026,Email,Flash Sale,Accessories,Winter,23227,398480,33965,803,385,309155,12.310156283635424,0.02364198439570146,0.08523639831359164,28.925280199252803,0.024574049040675363,0.008081984769347373,0.9491434076375539,0.9722060225631057,0.3004566295771733
FCMP027,Email,Lookbook,Winter Wear,Festive,13680,52711,4549,111,4244,471084,33.4359649122807,0.024400967245548473,0.08630077213484852,123.24324324324324,0.06840397874772852,0.01471989514894714,0.9627951587965862,0.8610835180772592,0.30535936157485233
FCMP028,Influencer Marketing,Loyalty Event,Accessories,Summer,24360,287683,23932,2841,584,1659144,67.10935960591134,0.11871134882166137,0.08318878765863816,8.574445617740233,0.13826651269203658,0.8395394031184359,0.9228805753752957,0.9961827459155822,0.595027924205977
FCMP029,Google Ads,Loyalty Event,Winter Wear,Regular,23343,204423,8097,511,2743,1401673,59.046823458852764,0.06310979375077189,0.039609045948841376,45.681017612524464,0.12153908706786472,0.3532594567384361,0.3639230197539939,0.9524649314095412,0.352051664523207
FCMP030,Google Ads,Loyalty Event,Winter Wear,Summer,10759,474483,5331,187,2592,484704,44.05102704712334,0.035077846557869066,0.011235386726184078,57.53475935828877,0.09042715596118175,0.10809772051518879,0.0,0.938499219812235,0.20937506151086457
FCMP031,Email,Clearance,Footwear,Summer,28078,199426,16804,1389,1970,2736330,96.4545907828193,0.08265889074029993,0.08426183145627952,20.214542836573074,0.19914936183311488,0.5242319020904584,0.9366435284051293,0.9824687436866307,0.5247961561741474
FCMP032,Google Ads,Lookbook,Winter Wear,Festive,40153,408207,18065,2030,2508,5091240,125.79600527980475,0.11237199003598118,0.04425450812945393,19.779802955665026,0.26002429246959724,0.7840966543238412,0.4235061215194335,0.9829809407571278,0.5502117726264755
